customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
26212;2008-08-03;0;0;12;2008-08-03;0;1;0;0;89; ;0; ;2;1;0;0;0;1;2008-08-05;2008-08-04;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
26213;2008-10-22;0;0;11;2008-10-22;0;3;0;0;17; ;0; ;4;2;0;1;0;0;2008-11-05;2008-11-06;401;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
26216;2008-10-24;0;0;9;2008-10-24;0;2;0;0;47; ;0; ;1;1;0;1;0;1;2008-10-28;2008-10-25;97;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26234;2008-11-13;0;0;12;2008-11-13;0;1;2;0;10; ;0; ;3;2;0;0;0;0;2008-11-17;2008-11-14;359;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
26241;2008-04-28;0;0;9;2008-04-28;0;1;2;0;59; ;0; ;3;1;0;0;0;0;2008-04-30;2008-04-29;828;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26245;2008-10-06;0;0;4;2008-10-06;1;2;3;0;33;33;0; ;4;2;0;1;0;0;2008-10-08;2008-10-07;1426;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
26249;2008-06-16;0;0;12;2008-06-16;0;2;3;0;50; ;0; ;4;1;0;1;0;0;2008-06-17;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
26251;2008-04-19;2;0;9;2008-04-19;0;3;0;0;18; ;0; ;3;1;0;1;0;0;2009-04-22;2008-04-22;681;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26257;2008-07-25;0;0;9;2008-07-25;0;3;1;1;23; ;0; ;1;1;0;1;0;0;2008-07-29;2008-07-26;110;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
26258;2008-04-21;1;0;4;2008-04-21;0;2;2;0;45; ;0; ;3;1;0;1;0;0;2008-04-23;2008-04-22;798;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26270;2008-11-11;0;0;4;2008-11-11;0;1;1;1;22; ;0; ;4;5;0;0;0;0;2008-11-12;2008-11-11;1350;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0
26284;2008-06-01;0;0;9;2008-06-01;0;1;3;0;14; ;0;BQ;2;1;0;0;0;0;2008-06-03;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
26288;2008-12-17;1;0;1;2008-12-17;0;2;1;1;41; ;0; ;3;1;0;1;0;0;2008-12-19;2008-12-19;772;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26289;2008-11-30;1;0;2;2008-11-30;0;1;2;0;90; ;0; ;1;1;0;0;0;0;2008-12-02;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26301;2008-09-22;1;0;1;2008-09-22;0;3;1;1;86; ;0; ;4;2;0;1;0;0;2008-09-24;2008-09-23;512;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
26306;2008-12-16;0;0;4;2008-12-16;0;2;1;1;50; ;0; ;4;1;0;1;0;0;2008-12-17;2008-12-17;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
26313;2008-09-01;1;0;11;2008-09-01;0;1;2;0;59; ;0; ;1;1;0;0;0;0;2008-09-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26318;2008-06-15;2;0;9;2008-06-15;0;2;0;0;44; ;1; ;1;1;1;1;0;0;2009-06-18;2008-07-31;830;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26323;2008-10-28;1;0;5;2008-10-28;0;3;1;1;44; ;0; ;2;1;0;1;0;0;2008-10-29;2008-10-28;481;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
26336;2008-07-11;0;0;9;2008-07-11;0;1;0;0;10; ;1;AP;1;1;0;0;0;0;2008-07-14;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26347;2008-11-28;1;0;12;2008-11-28;0;1;2;0;93; ;0; ;2;1;0;0;0;1;2008-12-02;2008-11-29;562;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
26358;2008-12-27;0;0;11;2008-12-27;0;1;0;0;93; ;0; ;2;1;0;0;0;1;2008-12-30;2008-12-29;429;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
26360;2008-09-01;1;0;4;2008-08-31;0;1;3;0;50; ;1; ;4;3;0;0;0;0;2008-09-03;0000-00-00;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
26363;2008-10-29;0;0;12;2008-10-29;0;1;1;1;66; ;0; ;2;1;0;0;0;0;2008-11-11;2008-10-30;1292;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
26376;2008-09-22;0;0;4;2008-09-22;0;1;0;0;21; ;0; ;3;1;0;0;0;1;2008-09-23;2008-09-23;291;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26382;2008-10-03;0;0;4;2008-10-03;0;2;1;1;44; ;0; ;4;2;0;1;0;0;2008-10-06;2008-10-07;371;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
26400;2008-04-10;0;0;4;2008-04-10;1;3;0;0;3; ;0; ;3;4;0;1;0;0;2008-04-11;2008-04-10;773;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
26401;2008-11-09;1;0;11;2008-11-09;0;2;0;0;52; ;1; ;1;2;0;1;0;0;2008-11-11;2008-11-11;699;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
26408;2008-09-08;1;0;12;2008-09-08;0;1;0;0;10; ;0; ;4;1;0;0;0;0;2008-09-10;2008-10-05;288;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
26411;2008-11-06;0;0;12;2008-11-06;0;3;1;1;54; ;0; ;4;1;0;1;0;0;2008-11-07;2008-11-06;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26412;2008-12-23;0;0;4;2008-12-23;0;1;0;0;77; ;0; ;4;2;0;0;0;0;2008-12-25;2008-12-27;392;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
26413;2008-12-24;0;0;1;2008-12-24;0;3;3;0;65; ;0; ;2;1;0;1;0;1;2008-12-26;2008-12-27;254;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
26419;2008-09-16;1;0;8;2008-09-16;0;1;3;0;86; ;0; ;4;2;0;0;0;0;2009-09-21;2009-06-16;1666;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26423;2008-12-28;0;0;9;2008-12-28;1;2;3;0;59; ;0; ;4;1;0;1;0;0;2009-01-12;2009-01-07;52;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
26427;2008-12-17;1;0;4;2008-12-17;0;1;2;0;85; ;0; ;4;2;0;0;0;0;2008-12-30;2009-02-02;1054;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
26430;2008-05-13;0;0;4;2008-05-13;0;1;3;0;53; ;0; ;2;2;0;0;0;0;2008-05-15;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
26437;2008-04-04;0;0;9;2008-04-04;0;1;2;0;66; ;1; ;3;2;0;0;0;0;2008-04-08;2008-04-07;1119;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
26441;2008-06-03;0;0;2;2008-06-03;1;2;0;0;44; ;0; ;4;1;0;1;0;0;2008-06-05;2008-06-04;756;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26453;2008-12-02;0;0;9;2008-12-02;0;3;0;0;89; ;0; ;5;1;0;1;0;0;2008-12-04;2008-12-02;747;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
26467;2008-12-21;2;0;9;2008-12-21;0;3;0;0;77; ;0; ;5;4;0;1;0;0;2008-12-30;2008-12-27;1817;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
26469;2008-08-26;0;0;4;2008-08-26;0;1;1;1;53; ;0; ;4;1;0;0;0;0;2008-08-28;2008-09-02;272;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
26472;2008-10-24;0;0;12;2008-10-24;1;3;1;1;49; ;0; ;4;3;0;1;0;0;2008-10-28;2008-10-25;1515;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
26512;2008-10-19;1;0;8;2008-10-19;0;1;0;0;52; ;0; ;2;2;0;0;0;1;2008-10-21;2008-10-20;582;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26523;2008-05-29;0;0;9;2008-05-29;0;1;3;0;45; ;0;BQ;5;7;0;0;0;0;2008-05-30;2008-05-29;2705;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0
26531;2008-08-26;0;0;9;2008-08-26;1;3;1;1;46; ;0; ;4;3;0;1;0;0;2008-09-09;2008-09-03;1347;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1
26532;2008-05-04;0;0;4;2008-05-04;0;2;2;0;47; ;1; ;2;1;0;1;0;0;2008-05-06;2008-05-05;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26540;2008-12-12;0;0;8;2008-12-12;0;2;3;0;41; ;0; ;5;9;0;1;0;0;2008-12-16;2008-12-13;3092;0;0;0;4;3;0;0;2;0;0;0;0;0;0;1
26553;2008-11-17;0;0;12;2008-11-17;0;3;2;0;30;30;0; ;3;1;0;1;0;0;2008-11-19;2008-11-18;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26570;2008-09-17;0;0;4;2008-09-17;0;3;2;0;73; ;0; ;4;1;0;1;0;0;2008-09-19;2008-09-18;785;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
26573;2008-11-05;1;0;12;2008-11-05;1;1;1;1;79; ;0; ;3;1;0;0;0;0;2008-11-06;2008-11-05;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
26585;2008-08-25;0;0;4;2008-08-24;1;2;2;0;54;56;1; ;1;2;0;1;0;0;2008-08-26;2008-08-25;790;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
26587;2008-04-25;2;0;9;2008-04-25;0;1;0;0;33; ;0; ;3;1;0;0;0;0;2008-04-29;2008-04-26;439;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
26589;2008-08-08;0;0;0;2008-08-07;0;2;0;0;44; ;1; ;1;1;0;1;0;0;2008-08-12;2008-08-09;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26599;2008-08-19;2;0;9;2008-08-19;0;1;2;0;49; ;0; ;5;1;0;0;0;0;2008-10-06;2008-09-01;140;0;0;0;0;0;0;0;0;0;0;0;0;19;0;1
26621;2008-07-22;0;0;9;2008-07-22;0;3;0;0;88; ;0; ;2;1;0;1;0;0;2008-07-23;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26627;2008-08-29;1;0;9;2008-08-29;0;1;0;0;68; ;1;AR;1;1;0;0;0;0;2008-09-01;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26633;2008-12-14;1;0;12;2008-12-14;0;1;3;0;32; ;0; ;3;1;0;0;0;1;2008-12-16;2008-12-16;153;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
26635;2008-09-11;0;0;12;2008-09-11;0;3;0;0;24; ;0; ;2;1;0;1;0;1;2008-09-15;2008-09-12;405;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
26654;2008-12-17;1;0;4;2008-12-17;0;1;0;0;6; ;0; ;1;1;0;0;0;1;2009-12-22;0000-00-00;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26657;2008-06-17;2;0;9;2008-06-17;0;1;2;0;59; ;0; ;4;1;1;0;0;0;2008-06-18;2008-06-17;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26659;2008-06-29;1;0;1;2008-06-29;0;1;0;0;54; ;1;BQ;4;2;0;0;0;0;2008-07-01;2008-06-30;1209;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
26661;2008-04-02;1;0;8;2008-04-02;0;1;2;0;89; ;0; ;4;4;0;0;0;0;2008-05-02;2008-04-03;1707;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
26665;2008-10-13;0;0;9;2008-10-13;1;2;0;0;47; ;1; ;1;3;0;1;0;0;2008-10-14;2008-10-13;855;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
26675;2008-10-22;0;0;9;2008-10-22;0;2;0;0;22; ;1; ;1;2;0;1;0;0;2008-10-24;2008-10-23;796;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
26682;2008-08-10;1;0;9;2008-08-10;0;1;2;0;71;63;0; ;4;3;0;0;0;0;2008-08-12;2008-08-11;884;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0
26684;2008-05-10;1;0;11;2008-05-10;0;1;1;1;83; ;0; ;2;1;0;0;0;0;2008-05-14;2008-05-13;108;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26689;2008-12-06;1;0;8;2008-12-06;0;3;3;0;89;85;0; ;4;1;0;1;0;0;2008-12-09;2008-12-07;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26697;2008-11-13;1;0;12;2008-11-13;0;1;0;0;38; ;1;AT;3;2;0;0;0;0;2008-11-17;2008-11-14;988;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
26705;2008-12-23;0;0;9;2008-12-23;1;1;0;0;16;16;0;BQ;3;4;0;0;0;0;2009-01-06;2008-12-29;2510;0;0;4;1;3;0;0;0;0;0;0;0;0;0;1
26706;2008-11-21;1;0;8;2008-11-20;0;3;0;0;3; ;0; ;4;2;0;1;0;0;2008-11-24;2008-11-21;1051;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26724;2009-01-02;0;0;2;2008-12-23;1;2;0;0;44; ;1; ;1;2;0;1;0;0;2009-01-05;2009-01-03;609;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
26739;2008-07-17;1;0;12;2008-07-17;1;1;3;0;28; ;0;BT;1;1;0;0;0;0;2008-07-21;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
26740;2008-06-26;2;0;11;2008-06-26;0;1;0;0;65; ;0; ;4;1;0;0;0;0;2008-07-10;2008-07-15;515;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26747;2008-04-22;2;0;9;2008-04-22;0;1;0;0;53; ;1; ;3;1;0;0;0;0;2008-04-24;2008-04-23;978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26750;2008-10-07;0;0;11;2008-10-07;0;2;0;0;44; ;1; ;1;7;0;1;0;0;2009-10-09;2008-10-09;2244;0;1;0;2;3;0;0;0;0;0;0;0;0;1;0
26752;2008-11-12;0;0;9;2008-11-12;0;2;2;0;45; ;1; ;1;1;0;1;0;0;2008-11-14;2008-11-13;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26759;2008-09-21;1;0;9;2008-09-21;0;1;0;0;23; ;1;AX;1;1;0;0;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26765;2008-12-02;2;0;12;2008-12-02;0;3;1;1;79; ;0; ;2;1;0;1;0;0;2008-12-03;2008-12-02;64;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
26773;2008-08-26;0;0;8;2008-08-26;0;1;0;0;82; ;0; ;3;1;0;0;0;0;2008-08-27;2008-08-26;512;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26774;2008-09-10;0;0;4;2008-09-10;0;1;3;0;87; ;1; ;4;2;0;0;0;0;2008-09-11;2008-09-17;1175;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26782;2008-09-24;1;0;9;2008-09-24;0;1;1;1;34; ;0; ;2;1;0;0;0;0;2008-10-08;2008-11-11;118;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
26791;2008-11-14;0;0;9;2008-11-14;0;1;0;0;96; ;0; ;4;1;0;0;0;0;2008-11-18;2008-11-15;510;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26806;2008-06-17;2;0;2;2008-06-17;0;1;0;0;36; ;0;CA;2;1;0;0;0;1;2009-06-19;2008-06-17;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
26808;2008-05-01;0;0;2;2008-05-01;0;1;0;0;28; ;0;BQ;2;2;0;0;0;0;2008-05-05;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
26809;2008-07-13;0;0;8;2008-07-13;0;1;0;0;39; ;0;BQ;4;4;0;0;0;0;2008-07-15;2008-07-14;1211;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0
26810;2008-08-29;0;0;2;2008-08-29;0;3;1;1;30; ;0; ;5;6;0;1;0;0;2009-09-01;2009-03-14;3665;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0
26813;2008-12-21;0;0;9;2008-12-21;0;1;0;0;76; ;1; ;1;1;0;0;0;0;2008-12-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26815;2008-12-09;1;0;5;2008-12-09;0;3;1;1;37; ;0; ;4;1;0;1;0;0;2008-12-10;2008-12-09;930;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
26834;2008-08-20;1;0;9;2008-08-20;0;2;2;0;59; ;0; ;4;2;0;1;0;0;2008-08-22;2008-08-21;586;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
26842;2008-09-29;1;0;4;2008-09-29;0;1;0;0;78; ;0; ;2;1;0;0;0;1;2008-11-14;2008-09-30;690;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
26846;2008-05-14;1;0;12;2008-05-14;0;1;2;0;54; ;0;BQ;4;1;0;0;0;0;2008-05-16;2008-05-15;209;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
26852;2008-11-17;1;0;4;2008-11-17;0;1;2;0;88; ;0; ;1;1;0;0;0;0;2008-11-18;2008-11-17;230;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
26854;2008-12-16;0;0;12;2008-12-16;0;1;2;0;58; ;0; ;2;1;0;0;0;1;2008-12-18;2008-12-17;202;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26868;2008-06-09;2;0;8;2008-06-09;0;1;0;0;65; ;0; ;4;2;0;0;0;0;2008-06-11;2008-06-10;784;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26870;2008-09-24;1;0;2;2008-09-24;1;1;0;0;92; ;0; ;3;3;0;0;0;0;2008-09-25;2008-09-24;962;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
26876;2008-11-26;1;0;4;2008-11-26;0;2;3;0;50;50;0; ;4;1;0;1;0;0;2008-11-28;2008-11-27;762;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
26878;2008-12-17;0;0;12;2008-12-17;0;3;1;1;26; ;0; ;4;3;0;1;0;0;2008-12-30;2008-12-19;1721;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
26891;2008-12-16;2;0;12;2008-12-16;0;1;2;0;13; ;0; ;1;1;0;0;0;0;2008-12-18;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26894;2008-08-13;2;0;12;2008-08-13;0;3;0;0;17; ;0; ;4;1;0;1;0;0;2008-08-14;2008-08-13;696;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26896;2008-05-02;0;0;12;2008-05-02;0;1;2;0;63; ;1;BI;4;1;0;0;0;0;2008-06-02;2008-05-03;886;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26900;2008-09-17;0;0;12;2008-09-17;1;1;1;1;13; ;0; ;4;4;0;0;0;0;2009-09-21;2008-10-13;944;1;0;0;3;1;0;0;0;0;0;0;0;0;0;1
26902;2008-10-18;0;0;9;2008-10-18;0;2;0;0;50; ;1; ;1;2;0;1;0;1;2008-10-21;2008-10-20;1464;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26904;2008-08-11;0;0;9;2008-08-11;0;2;0;0;52; ;1; ;1;2;0;1;0;0;2008-08-13;2008-08-12;820;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
26906;2008-08-17;0;0;12;2008-08-17;0;3;1;1;94; ;0; ;2;2;0;1;0;0;2008-08-19;2008-08-19;835;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
26912;2008-09-10;1;0;4;2008-09-10;0;3;0;0;52; ;0; ;4;1;0;1;0;0;2008-09-11;2008-09-11;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26914;2008-12-24;1;0;9;2008-12-24;0;1;3;0;24; ;0; ;1;1;0;0;0;0;2008-12-26;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26927;2008-11-05;0;0;9;2008-11-05;0;2;1;1;47; ;0; ;5;1;0;1;0;0;2008-11-06;2008-11-06;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26938;2008-10-14;0;0;4;2008-10-14;0;3;1;1;42; ;0; ;1;1;0;1;0;0;2008-10-28;2008-10-17;278;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
26943;2008-10-20;1;0;9;2008-10-20;0;1;2;0;63;63;0;BQ;4;2;0;0;0;0;2008-10-22;2008-10-21;691;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
26970;2008-06-21;0;0;4;2008-06-21;0;1;0;0;73; ;0; ;4;2;0;0;0;0;2008-08-05;2008-07-24;1277;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
26972;2008-11-12;1;0;12;2008-11-12;0;1;2;0;70;70;0; ;4;2;0;0;0;0;2008-11-13;2008-11-12;951;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
26977;2008-09-14;1;0;12;2008-09-14;0;1;0;0;73; ;1; ;1;1;0;0;0;0;2008-09-16;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26979;2008-10-16;0;0;5;2008-10-16;0;3;1;1;65; ;0; ;3;1;0;1;0;0;2008-10-17;2008-10-17;666;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26984;2008-10-09;0;0;12;2008-06-14;1;1;0;0;21; ;1;AX;1;1;0;0;0;0;2008-10-10;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26994;2008-06-18;1;0;8;2008-06-18;0;1;0;0;38; ;0; ;4;8;0;0;0;0;2008-06-19;2008-07-18;2304;0;1;0;0;7;0;0;0;0;0;0;0;0;0;1
26995;2008-12-14;0;0;9;2008-12-14;0;1;0;0;33; ;0; ;4;1;0;0;0;0;2008-12-16;2008-12-16;542;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27000;2008-09-20;1;0;8;2008-09-20;0;1;0;0;87; ;1;AX;1;1;0;0;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
27001;2008-07-04;1;0;5;2008-07-04;0;1;2;0;26; ;0; ;4;1;0;0;0;0;2008-07-07;2008-07-04;486;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27011;2008-06-13;0;0;0;2008-06-13;0;3;1;1;23; ;0; ;3;1;0;1;0;0;2008-06-17;2008-06-16;885;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27012;2008-05-24;1;0;5;2008-05-24;0;1;2;0;52; ;0;CA;3;1;0;0;0;0;2008-05-27;2008-05-26;909;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
27014;2008-07-17;0;0;4;2008-07-17;1;1;0;0;99; ;1;AP;1;1;0;0;0;0;2008-07-18;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
27032;2008-10-06;2;0;8;2008-10-06;0;1;1;1;64; ;0; ;4;1;0;0;0;0;2008-10-07;2008-10-08;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
27042;2008-12-05;1;0;9;2008-12-05;0;1;2;0;1; ;0; ;3;1;0;0;0;1;2008-12-08;2008-12-05;261;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
27047;2008-10-25;0;0;5;2008-10-25;1;2;1;1;44; ;0; ;3;2;0;1;0;0;2008-10-28;0000-00-00;852;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
27049;2008-09-07;0;0;9;2008-09-07;0;3;2;0;30; ;1; ;1;2;0;1;0;0;2008-09-09;2008-09-08;784;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1
27052;2008-12-22;0;0;9;2008-12-21;0;2;0;0;40; ;1; ;2;2;0;1;0;0;2008-12-23;2008-12-23;854;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
27055;2008-07-10;0;0;12;2008-07-10;1;1;0;0;28; ;0; ;3;3;0;0;0;0;2008-07-14;2008-07-11;1611;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
27056;2008-10-26;0;0;9;2008-10-26;0;2;0;0;42; ;1; ;1;1;0;1;0;0;2008-10-28;2008-10-27;841;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27060;2008-12-09;2;0;12;2008-12-09;0;3;2;0;99; ;0; ;5;3;0;0;0;0;2008-12-10;2008-12-09;350;1;1;0;21;0;0;0;0;0;0;0;0;0;0;1
27067;2008-08-18;0;0;9;2008-08-18;0;1;0;0;1; ;0; ;1;1;0;0;0;1;2008-08-20;2008-08-19;290;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
27073;2008-11-27;0;0;11;2008-11-27;1;3;1;1;63; ;0; ;3;3;0;1;0;0;2008-11-28;2008-11-28;1157;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
27081;2008-08-16;1;0;4;2008-08-16;1;3;3;0;65; ;0; ;4;3;0;1;0;0;2008-08-19;0000-00-00;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
27085;2008-12-06;0;0;9;2008-12-06;0;1;0;0;73; ;0;AB;2;1;0;0;0;1;2008-12-09;2008-12-07;369;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
27090;2008-12-16;0;0;5;2008-12-16;1;1;0;0;84; ;0; ;2;2;0;0;0;1;2008-12-17;2008-12-16;675;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
27094;2008-04-30;0;0;8;2008-04-30;1;1;0;0;55; ;1;BI;3;1;0;0;0;0;2008-05-02;2008-04-30;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27097;2008-12-12;1;0;8;2008-12-12;0;3;3;0;44; ;0; ;3;1;0;1;0;0;2008-12-16;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
27109;2008-09-14;0;0;8;2008-09-14;0;1;3;0;51; ;0; ;1;1;0;0;0;0;2008-09-16;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
27116;2008-04-07;0;0;12;2008-04-07;0;1;0;0;9; ;0; ;2;2;0;0;0;0;2008-04-09;0000-00-00;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
27118;2008-05-06;0;0;5;2008-05-06;0;1;2;0;42; ;1; ;3;2;0;0;0;0;2008-05-07;2008-05-07;645;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
27123;2008-10-27;1;0;12;2008-10-27;0;1;2;0;81; ;0;AB;5;2;0;0;0;0;2008-10-28;2008-10-27;326;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
27129;2008-08-04;0;0;5;2008-08-04;0;1;0;0;41; ;0;BQ;3;1;0;0;0;1;2008-08-05;2008-08-05;560;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
27144;2008-05-30;0;0;4;2008-05-30;1;2;2;0;58; ;0; ;4;3;0;1;0;0;2008-06-03;2008-05-31;832;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
